Vertex_ID	X	Y	Z
180	-3.733136177	1.773566604	11.07365417
181	-4.911260128	1.457509518	10.62004662
182	-4.77539444	1.97144413	10.73757458
183	-2.617552519	2.491699457	10.79070568
184	-2.408987761	2.810179472	10.80692768
185	-3.155641556	2.787844658	11.05300426
186	-3.047165155	3.199648857	11.11194134
187	-3.641743183	2.885916233	11.16320229
188	-3.63475728	3.33967185	11.21348
189	-4.562438965	2.788349152	10.87095642
190	-4.766158104	3.13214016	10.93621445
191	-4.304813862	3.326683998	11.11272812
192	-4.214822769	2.882251024	11.07437992
193	-4.314394474	1.816059589	10.98572922
194	-4.378447056	1.262129426	10.88778019
195	-4.259074211	3.157193184	11.11095715
196	-4.685341835	3.024008274	10.9058485
197	-5.098658562	2.741637707	10.47168446
198	-5.386059761	2.476879358	10.13569164
199	-5.315856934	2.288669109	10.08212948
200	-5.169057369	2.034241915	10.38203812
201	-4.860096931	1.741441965	10.72891617
202	-4.358658314	1.560746431	10.98618507
203	-3.738978624	1.549345374	11.06300259
204	-3.159429789	1.683588028	11.05996513
205	-2.613616705	1.888290882	10.89921951
206	-2.148890495	2.029814482	10.53492546
207	-2.107111216	2.2164011	10.57867241
208	-2.493727207	2.680475235	10.81099892
209	-3.076092243	3.054521799	11.11735249
210	-3.632383823	3.174977303	11.1984024
211	-1.019716263	2.567337751	11.44179821
212	-1.100298643	1.710190296	11.84164715
213	-1.728932381	3.571715117	11.65247726
214	-2.626739502	4.169281483	11.79729748
215	-3.686117887	4.543217659	11.71716976
216	-4.79566288	4.699044704	11.34506607
217	-5.886808872	4.395065308	10.51907253
218	-6.624127865	3.824186802	9.505753517
219	-7.118839264	2.932184696	8.249137878
220	-7.32846117	1.382055998	7.831959724
221	-6.526930332	-0.014520854	9.359372139
222	-5.457429409	-0.647889853	10.49356365
223	-4.346679211	-0.51144582	11.14680767
224	-3.407424688	-0.15311718	11.44800758
225	-2.397242069	0.461692303	11.59146309
226	-6.220896244	1.991146803	9.388484001
227	-5.893941879	1.285005331	9.98015976
228	-5.22601366	0.74820745	10.62786865
229	-4.442647457	0.581877232	11.00223446
230	-3.648679733	0.679137051	11.14560318
231	-2.782419443	1.041917682	11.12746239
232	-1.967543364	1.433268666	11.09175777
233	-1.451235533	1.828665733	10.90316677
234	-1.369964361	2.421473026	10.79443264
235	-2.070546627	3.198590994	11.21499348
236	-2.873812199	3.662567139	11.46948242
237	-3.677065849	3.892679214	11.52397823
238	-4.594784737	3.989373684	11.35382271
239	-5.377339363	3.691617012	10.90065765
240	-5.969949722	3.160489082	10.16003036
241	-6.320947647	2.573327541	9.448415756
242	-6.709089279	-1.580183506	8.688282967
243	-7.668218613	-0.442006022	6.711296558
244	-8.208374023	2.4187181	5.361454964
245	-7.950994968	3.768965006	6.470274925
246	-8.250977516	0.594754338	4.695322037
247	-8.672460556	1.602993488	1.732873917
248	-8.469590187	1.182887793	3.033999205
249	-8.502674103	4.793365002	4.646286488
250	-8.955421448	5.700003147	2.842529774
251	-1.671533227	0.986068308	11.70307541
252	-0.71150589	1.916283131	12.35064888
253	0.000231434	2.055826426	12.56549931
254	-0.000137533	2.819649696	12.0471983
255	-0.729855895	2.706425905	11.85592556
256	-0.979584932	3.909368992	11.93061638
257	-0.000125234	3.956818581	12.00811195
258	-7.210416794	4.815035343	8.322772026
259	-6.32105875	5.458071232	9.886035919
260	-4.88420248	5.70023632	11.05299282
261	-3.477196455	5.640008926	11.63837051
262	-1.586830854	4.976667404	11.98927116
263	-0.000580293	-17.84911728	1.573221803
264	-0.934964538	-17.81090546	1.497841835
265	-3.415959835	-17.12455368	0.722962022
266	-5.289980412	-15.8918705	-0.870360375
267	-1.976386189	-17.5280056	1.357868075
268	-6.420851707	-14.04979134	-2.898670197
269	-6.437664032	-12.7952919	-4.735203743
270	-6.391543388	-9.201024055	-1.97098887
271	-6.216284752	-10.5773077	-0.147172809
272	-4.759110451	-12.29942513	1.48244369
273	-2.906170845	-13.54557228	2.790788174
274	-1.796145797	-14.09403038	3.534551859
275	-0.894550383	-14.47094154	3.879486799
276	-0.000580293	-14.56217575	3.998823166
277	-0.000186728	5.011165619	12.03721142
278	-1.584555626	6.379664421	11.78263664
279	-0.000432706	6.256786346	11.89309311
280	-1.653343201	13.48364449	8.411606789
281	0.000686494	13.49516773	8.591428757
282	-7.630792618	5.943115234	6.855684757
283	-6.601719379	6.634079456	9.145936966
284	-4.907841206	6.919672489	10.57546329
285	-3.25404501	6.878237247	11.29995346
286	-1.680044174	8.133462906	11.33377552
287	-0.000125234	8.062535286	11.49982357
288	-3.210740566	8.313826561	10.87959003
289	-4.994867802	8.370388985	10.04402733
290	-6.855297565	8.107881546	8.163760185
291	-8.150654793	7.273400784	5.356190681
292	-8.059519768	-1.339764595	-1.250802159
293	-7.050124645	-3.646705627	-1.613890409
294	-9.153606415	6.749799728	0.377362967
295	-8.571043968	3.588798046	-0.656187356
296	-8.998109818	7.570702553	-2.647207022
297	-8.870177269	4.310042381	-3.981588364
298	-8.387876511	1.07965064	-1.748034358
299	-8.344842911	1.527133703	-4.282542706
300	-7.644087791	-0.868790388	-4.246273041
301	-6.824710369	-2.786471605	-4.176415443
302	-6.604117393	-7.276726246	-0.712553203
303	-5.979197979	-8.847970963	1.053482652
304	-4.401655197	-10.38721561	2.585691929
305	-2.74138999	-11.55257416	3.981371164
306	-1.721159458	-12.07927418	4.75591898
307	-0.820830822	-12.40717411	5.0441432
308	-0.000752478	-12.48751068	5.117629528
309	-6.260486603	-5.757664204	-2.697866201
310	-5.980834007	-4.464840412	-4.386689663
311	-5.779427528	-7.840851307	-4.192256451
312	-5.18594408	-6.563696861	-5.390169144
313	2.24E-05	-16.45228386	2.809359789
314	-0.948382676	-16.36636353	2.681266546
315	-1.913145304	-16.00539017	2.386375666
316	-3.240491629	-15.5649662	1.722751856
317	-5.255678654	-14.41917706	0.29246366
318	-6.388444424	-12.64333916	-1.699220061
319	-6.434429646	-11.25859356	-3.534130096
320	-5.857291698	-9.788358688	-5.76957798
321	-5.053509712	-9.026380539	-7.265443802
322	-6.053938866	-11.61182976	-7.094120026
323	-5.265419483	-11.07715988	-8.758628845
324	-8.642967224	8.961350441	3.515107632
325	-1.706044078	10.36813641	10.46017265
326	-0.000358913	10.29394913	10.65637684
327	-3.2037673	10.46871662	9.997844696
328	-5.008249283	10.45721722	9.148077011
329	-7.067564487	10.15190983	6.889986992
330	-8.575643539	11.01900578	1.208018303
331	-6.906940937	12.42732811	5.268807411
332	-4.769588947	13.04288864	7.319587708
333	-3.204652548	13.33694267	8.004057884
334	-3.722411871	-10.97796917	-9.673986435
335	-3.814345837	-8.618942261	-8.201992035
336	-4.249493599	-6.060709476	-6.60253334
337	-4.988177776	-3.834522247	-5.917681217
338	-5.519317627	-2.239514589	-6.313336372
339	-6.323960781	-0.480255842	-6.945327759
340	-7.102530479	1.871146202	-7.464697838
341	-7.532856941	4.882544041	-7.431675911
342	-7.671686649	8.001188278	-6.447640896
343	0.00463444	5.333851814	-11.85021496
344	0.00262972	8.567676544	-11.60823441
345	0.001141553	2.377000093	-11.22769356
346	0.001572014	0.114887923	-9.913741112
347	0.002937192	-1.799644709	-8.234905243
348	0.005962722	-3.811732531	-7.196656227
349	0.005163293	-5.851110935	-7.490009308
350	0.003109377	-8.348549843	-8.67638588
351	0.000243733	-10.82169914	-9.974927902
352	-4.485238552	8.369220734	-9.972198486
353	-4.463568211	5.219079018	-10.49647427
354	-4.28271246	2.090706348	-10.12139606
355	-3.925380707	-0.284506321	-9.046005249
356	-3.326904058	-2.07730484	-7.797260284
357	-2.924225569	-3.808264256	-7.154630661
358	-2.432171106	-5.870519161	-7.447750092
359	-2.061580658	-8.398212433	-8.632318497
360	-1.741636992	-10.87236977	-10.03762817
361	-1.741821647	15.55797672	5.606867313
362	-6.37E-05	15.64698315	5.731418133
363	-7.501605511	11.59888744	-4.441850185
364	-4.40249157	12.10888577	-8.267755508
365	9.61E-05	12.45924377	-10.02919102
366	-6.222679615	14.54735088	2.921845436
367	-4.521090031	15.0157671	4.685224533
368	-3.282627821	15.30251694	5.271746635
369	-7.295660496	13.84307861	1.07173419
370	-6.485556602	14.51017094	-2.451433182
371	-3.968869448	15.02411842	-5.654717922
372	-0.000174429	15.31812286	-6.879553795
373	-3.91E-05	16.71850014	2.528969288
374	-3.883318424	16.16404152	2.009685278
375	-5.341549397	15.73783493	-0.338605166
376	-3.91E-05	16.8889389	-3.390527964
377	-3.421814203	16.45602989	-2.862203836
378	-5.14E-05	17.07097435	-0.409286976
379	-3.155161619	16.67741013	-0.338285446
380	-3.071886063	16.05116272	3.521600962
381	-1.802602768	16.26850891	3.761073112
382	-4.25385952	1.913233042	10.83864689
383	-3.724453211	1.867727041	10.92389011
384	-4.659145355	2.054818153	10.63254166
385	-2.80108881	2.045495749	10.68257332
386	-2.519235134	2.098417521	10.33762741
387	-3.235904217	1.955516815	10.85662746
388	-2.422786951	2.26279211	10.25106716
389	-2.697864294	2.517219782	10.65262699
390	-3.170928955	2.781609058	10.97311115
391	-3.631977797	2.893418312	11.08929825
392	-4.18085289	2.878573895	10.95403481
393	-4.511915207	2.776541948	10.76924419
394	-4.841746807	2.607825756	10.47758865
395	-5.021212578	2.472341061	10.18547726
396	-5.01318121	2.391611338	10.09863472
397	-4.942512035	2.276309013	10.29494953
398	-8.596108437	2.617431164	0.876280129
399	-8.928782463	1.804191232	0.918145597
400	-8.794219971	0.751577377	0.627903819
401	-8.892216682	-0.568906188	0.774420559
402	-8.344129562	-2.147826433	-0.012844233
403	-8.868196487	-2.187674761	0.612222731
404	-8.927773476	-2.241864204	-0.534145355
405	-9.555829048	-2.186617613	-0.068902619
406	-9.448003769	-1.21549654	-1.39356792
407	-10.10504913	-1.279991388	-1.041782379
408	-10.12065601	0.638587594	-2.890737534
409	-10.8502512	0.505599618	-2.778374672
410	-9.134505272	-0.905305386	0.643425047
411	-9.867950439	-0.927406788	0.01169207
412	-10.33166885	-0.237487853	-1.098185182
413	-10.44946671	2.851712942	-3.130725861
414	-11.05716801	2.644242764	-3.065541744
415	-9.641060829	4.065540791	-1.503421545
416	-10.16603851	4.068135738	-1.067351937
417	-10.36381817	3.902014256	-2.31179142
418	-10.74744511	3.814901352	-2.161560297
419	-9.10389328	3.736643314	-0.666260123
420	-9.517616272	3.735573292	-0.170294747
421	-8.851753235	3.402925014	-0.042336993
422	-9.091115952	2.836732864	0.4740569
423	-9.112945557	1.456980944	0.066065505
424	-8.855579376	0.706010044	-0.129843667
425	-9.193098068	2.555985928	-0.165940926
426	-8.533679962	-1.295795679	-0.937303305
427	-8.866708755	-1.320061207	-0.959109187
428	-9.130753517	-0.471314579	-1.321250319
429	-9.563405037	0.878059387	-1.856387734
430	-9.783788681	2.639261723	-1.900786757
431	-9.032473564	2.545691729	-1.118490696
432	-8.797884941	1.027183294	-1.573648334
433	-8.785400391	3.069932222	-0.42055276
434	-8.713994026	-0.24102968	-1.537969232
435	-8.547725677	2.86631155	0.338387728
436	-8.331067085	-0.082017303	-1.783516645
437	-8.051734924	0.437254638	-4.298075676
438	-6.800469875	0.766705036	-7.28198576
439	-4.14186573	0.951815844	-9.70459938
440	0.001498221	1.31042707	-10.72683334
441	-8.564180374	2.480593681	-1.220411658
442	-8.732380867	3.028730869	-4.160844803
443	-7.38035059	3.265681744	-7.550076962
444	-4.426892757	3.441383839	-10.4365921
445	0.001707302	3.605967522	-11.63128185
446	-8.552300453	3.413501978	0.520263851
447	-9.112626076	6.228338718	1.63886106
448	-8.446370125	8.094463348	4.45594883
449	-6.987326622	9.068646431	7.568209648
450	-5.038713932	9.338066101	9.682919502
451	-3.219312906	9.297577858	10.55210781
452	-1.705834985	9.19974041	10.98822594
453	0.000206836	9.131727219	11.1589098
454	-10.50494766	0.97841835	-2.336708784
455	-10.62101173	2.430524826	-2.595108986
456	-10.05255699	3.390220165	-1.311202168
457	-10.47145748	3.294977665	-1.990765572
458	-9.54960537	3.195098162	-0.58928138
459	-9.969883919	1.878082991	-0.770235062
460	-9.304721832	1.305814981	-0.771600246
461	-10.57206249	2.445652485	-1.809861064
462	-10.39037037	2.294904947	-1.162717581
463	-10.6811657	1.382757187	-1.832884431
464	-9.05300045	-0.707269073	0.407605916
465	-9.728542328	-0.645245314	-0.177649483
466	-8.809740067	0.292422831	0.507104039
467	-8.918241501	-0.159266561	0.51348716
468	-8.783729553	0.214361668	0.362222999
469	-8.879019737	-0.177284718	0.397938997
470	-8.538352966	0.390653998	0.287863851
471	-8.388466835	0.181597441	-0.145204991
472	-8.703516006	-0.552880883	0.395958871
473	-9.991505623	-0.276180089	-0.781008899
474	-10.35308075	1.031094551	-1.092822909
475	-9.771871567	0.783603787	-1.129485965
476	-9.42062664	-0.707194984	-0.290762454
477	-9.663948059	-0.267066538	-0.870175958
478	-10.58132362	1.109832048	-1.392251849
479	-9.043457031	0.379941672	-0.787662566
480	-8.666766167	-0.630068541	-0.46653834
481	-8.324585915	-0.380524039	0.258211225
482	-8.263595581	-0.415452689	-0.040799633
483	-8.234902382	-0.086100519	0.030656973
484	-8.296655655	-0.030263543	0.248556584
485	-0.760480106	-6.286627293	11.87263966
486	-0.001010755	-6.307658672	11.91117191
487	-1.58764267	-6.186145782	11.45226383
488	-1.186575413	-6.250604153	11.70275497
489	-0.001121445	-4.477422714	11.91783905
490	-0.69022876	-4.544242382	11.87550545
491	-1.227727652	-4.684363842	11.69741726
492	-1.768214941	-4.750421047	11.50030327
493	-2.29434967	-4.892436981	11.26399136
494	-2.676378012	-5.209957123	10.94246197
495	-2.63314724	-5.907316685	10.87971306
496	-2.116839647	-6.166467667	11.15568733
497	-0.890110493	-7.648694038	10.05918026
498	-0.000715581	-7.761756897	10.06413555
499	-1.895828485	-7.303340912	9.598560333
500	-1.392852545	-7.482696056	9.891864777
501	0.002826502	-3.104447365	10.06473923
502	-0.827373803	-3.213685989	10.02037621
503	-1.46676898	-3.465395689	9.821613312
504	-2.10185957	-3.64580822	9.566449165
505	-2.709240675	-3.982527018	9.319757462
506	-3.193460703	-4.716907024	8.914152145
507	-3.149775028	-6.409136772	8.89591217
508	-2.507612467	-7.122005463	9.302600861
509	-2.760982275	1.992585897	10.45656872
510	-2.414718866	2.039862633	10.13296032
511	-2.61685133	2.606989384	10.38427639
512	-2.25975275	2.182431459	10.04454422
513	-3.207776546	1.895768642	10.59188175
514	-3.10907793	3.047708273	10.67262459
515	-3.719435453	1.832453966	10.67579651
516	-3.614562511	3.167782307	10.78841782
517	-4.263415337	1.867419481	10.54903221
518	-4.193348885	3.133419037	10.66181278
519	-4.697603703	2.0183146	10.38405514
520	-4.590603352	2.989706516	10.52325439
521	-4.959004402	2.715109348	10.29030132
522	-5.034544468	2.209845781	10.0928421
523	-5.226173878	2.269310951	9.93686676
524	-5.191392422	2.468417645	10.01337814
525	-2.52302289	1.805052042	8.831540108
526	-2.059834242	1.770602942	8.944850922
527	-2.382975578	2.513849974	8.817199707
528	-1.930511236	1.95321703	8.945083618
529	-3.060644865	1.69628036	8.800398827
530	-2.979300022	3.115880966	8.749014854
531	-3.678935051	1.639065981	8.799096107
532	-3.585426807	3.330386162	8.725154877
533	-4.299427032	1.711961508	8.785419464
534	-4.311664104	3.263012409	8.761965752
535	-4.757597923	1.862020493	8.800350189
536	-4.779981613	3.085441351	8.799797058
537	-5.187407494	2.714900017	8.799268723
538	-5.172255516	2.104247332	8.846323013
539	-5.317751408	2.233729839	8.903906822
540	-5.346899509	2.38123107	8.881830215
541	1.58397305	-1.605924606	12.46777153
542	2.163902998	-2.417393684	12.19217777
543	0.601868928	0.329786718	13.61353683
544	0.750427365	-0.39089185	14.09929466
545	1.781394958	-0.842237055	12.34759903
546	2.572620153	-1.604633689	12.05704975
547	2.744644642	-3.222787142	11.91679382
548	3.355149746	-2.489809513	11.67322636
549	3.41831708	-4.07249403	11.46003628
550	4.142451763	-3.485552788	11.07637215
551	3.86752224	-4.927820683	10.92317677
552	4.646952629	-4.620766163	10.29150486
553	4.662448883	-5.862881184	9.636552811
554	3.884310246	-5.801940441	10.51557922
555	3.530519724	-6.785027981	10.43867493
556	4.203269482	-7.384267807	9.295146942
557	2.87370944	-7.824986458	10.84758854
558	3.352124453	-8.685060501	9.673153877
559	1.132628083	-8.762876511	11.94805622
560	1.256982207	-9.964428902	11.43634892
561	1.031838536	-6.951826096	12.21050358
562	2.187221527	-6.480716705	11.88246632
563	2.637631893	-6.02796936	11.52786446
564	2.868925095	-5.674978733	11.44102287
565	2.872946978	-5.339673996	11.6099844
566	2.618347406	-4.895130157	11.94201851
567	2.147410154	-4.360226154	12.32012367
568	2.338498116	-5.322357178	12.18039608
569	2.568069458	-5.547377586	11.78167725
570	2.578695774	-5.69644022	11.63651371
571	2.389600277	-5.84295702	11.78151703
572	1.01373446	-6.451924324	12.69378757
573	1.986257792	-6.055260658	12.20915031
574	1.492383122	-3.749376774	12.71243382
575	1.404790282	-4.658204079	13.07625866
576	0.698390782	-4.35836935	13.50219536
577	0.732335746	-3.701829433	13.2467823
578	1.083038807	-10.60017204	10.15364742
579	3.853378057	-9.144560814	7.65831089
580	4.940662861	-7.644290924	7.711393833
581	5.601285458	-5.629878998	8.450667381
582	5.636165142	-4.095124245	9.321959496
583	5.268588066	-2.405303955	10.36656666
584	4.018921375	-1.565990448	11.3722477
585	3.061402798	-0.862567306	11.76513577
586	2.094783068	-0.115445733	11.98289967
587	0.616430938	1.114407063	13.01041126
588	1.938882351	-4.985970497	12.61656284
589	1.249725819	-2.651823521	12.60304642
590	1.006982446	-2.790505886	12.82290173
591	1.263266921	-2.562213421	12.91729641
592	0.760721624	-2.599713087	13.06370354
593	1.344525814	-1.043299437	12.97617149
594	1.282932878	-0.374497443	12.58126545
595	1.441072226	0.344520748	12.20956802
596	0.901863754	-1.905489087	14.15682888
597	0.544285536	-2.068966389	14.22064781
598	0.536426544	-3.059162617	13.27404976
599	0.442401439	-2.329948425	13.73683357
600	1.017055154	0.76487273	12.62691975
601	0.931540966	-0.003415167	13.08459854
602	0.980072498	-0.637140513	13.48891258
603	1.240796804	-2.150519848	13.66057968
604	0.987906873	-7.493580818	11.95186901
605	2.424713373	-7.013566971	11.51855469
606	2.99878931	-6.256593227	11.141716
607	3.300210953	-5.691508293	11.10954189
608	3.308635235	-5.132511139	11.33846188
609	2.98491621	-4.473991394	11.70346832
610	2.449901581	-3.764861107	12.06952095
611	1.917777419	-3.02344656	12.3105917
612	1.528824687	-2.253068447	12.48286247
613	1.636673808	-1.87475431	13.03620243
614	1.350552201	-1.51394093	13.73428726
615	1.043448687	-1.353440762	14.24005604
616	0.692917764	-1.498321414	14.72490311
617	0.626147032	-0.819398165	14.70508766
618	0.645480871	-1.782660007	13.53499603
619	0.445759058	-1.596995831	13.88882256
620	0.834527254	-1.945214272	13.04120827
621	1.068329334	-1.964118004	13.10014343
622	0.697025597	-1.524333715	13.93655491
623	0.926707506	-1.777088761	13.5963192
624	0.783462226	-5.322480202	12.59950447
625	1.658639669	-5.465934753	12.13816166
626	0.669722021	-5.299973011	12.77437115
627	1.214673996	-5.4153862	12.58402061
628	1.691280961	-5.522201538	12.28930187
629	2.083345175	-5.590337753	11.91894531
630	2.379244328	-5.614824295	11.58511734
631	2.371852875	-5.684731483	11.5323534
632	2.064023733	-5.581581116	11.80575848
633	2.436274529	-10.04290867	9.070176125
634	2.376169682	-9.452278137	10.60843563
635	2.092532396	-8.483801842	11.36881542
636	1.798453569	-7.419455051	11.74762154
637	1.667199492	-6.830645084	12.10533428
638	1.551688433	-6.300562382	12.49206257
639	1.277496696	-5.400700569	12.40001678
640	0.9997015	-5.950584412	12.84495354
641	1.475533605	-5.861995697	12.58951855
642	1.854007602	-5.74679184	12.28199673
643	2.23955369	-5.682542801	11.88148308
644	2.419978619	-5.690008163	11.6889801
645	2.404678583	-5.667525768	11.78637505
646	2.180198908	-5.584470749	12.18267059
